401,16,401_16,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,(9) Required distributions.—(A)In general.—A trust shall not constitute a qualified trust under this subsection unless the plan provides that the entire interest of each employee—(i)will be distributed to such employee not later than the required beginning date  or(ii)will be distributed  beginning not later than the required beginning date  in accordance with regulations  over the life of such employee or over the lives of such employee and a designated beneficiary (or over a period not extending beyond the life expectancy of such employee or the life expectancy of such employee and a designated beneficiary).
401,17,401_17,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,(B) Required distribution where employee dies before entire interest is distributed.—(i)Where distributions have begun under subparagraph (A)(ii).—A trust shall not constitute a qualified trust under this section unless the plan provides that if—(I)the distribution of the employee’s interest has begun in accordance with subparagraph (A)(ii)  and(II)the employee dies before his entire interest has been distributed to him the remaining portion of such interest will be distributed at least as rapidly as under the method of distributions being used under subparagraph (A)(ii) as of the date of his death.
401,18,401_18,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,(ii) 5-year rule for other cases.—A trust shall not constitute a qualified trust under this section unless the plan provides that  if an employee dies before the distribution of the employee’s interest has begun in accordance with subparagraph (A)(ii)  the entire interest of the employee will be distributed within 5 years after the death of such employee.
401,19,401_19,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,(iii)Exception to 5-year rule for certain amounts payable over life of beneficiary.—If—(I)any portion of the employee’s interest is payable to (or for the benefit of) a designated beneficiary (II)such portion will be distributed (in accordance with regulations) over the life of such designated beneficiary (or over a period not extending beyond the life expectancy of such beneficiary)  and(III)such distributions begin not later than 1 year after the date of the employee’s death or such later date as the Secretary may by regulations prescribe for purposes of clause (ii)  the portion referred to in subclause (I) shall be treated as distributed on the date on which such distributions begin.
401,20,401_20,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,(iv)Special rule for surviving spouse of employee.—If the designated beneficiary referred to in clause (iii)(I) is the surviving spouse of the employee—(I)the date on which the distributions are required to begin under clause (iii)(III) shall not be earlier than the date on which the employee would have attained age 70½  and(II)if the surviving spouse dies before the distributions to such spouse begin  this subparagraph shall be applied as if the surviving spouse were the employee.
401,21,401_21,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,(C)Required beginning date.—For purposes of this paragraph—(i)In general.—The term “required beginning date” means April 1 of the calendar year following the later of—(I)the calendar year in which the employee attains age 70½  or(II)the calendar year in which the employee retires.
401,22,401_22,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,(ii)Exception.—Subclause (II) of clause (i) shall not apply—(I)except as provided in section 409(d)  in the case of an employee who is a 5-percent owner (as defined in section 416) with respect to the plan year ending in the calendar year in which the employee attains age 70½  or(II)for purposes of section 408(a)(6) or (b)(3).
401,23,401_23,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,(iii)Actuarial adjustment.—In the case of an employee to whom clause (i)(II) applies who retires in a calendar year after the calendar year in which the employee attains age 70½  the employee’s accrued benefit shall be actuarially increased to take into account the period after age 70½ in which the employee was not receiving any benefits under the plan.
401,24,401_24,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,(iv)Exception for governmental and church plans.—Clauses (ii) and (iii) shall not apply in the case of a governmental plan or church plan.
401,25,401_25,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,For purposes of this clause  the term “church plan” means a plan maintained by a church for church employees  and the term “church” means any church (as defined in section 3121(w)(3)(A)) or qualified church-controlled organization (as defined in section 3121(w)(3)(B)).
401,26,401_26,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,(D)Life expectancy.—For purposes of this paragraph  the life expectancy of an employee and the employee’s spouse (other than in the case of a life annuity) may be redetermined but not more frequently than annually.
401,27,401_27,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,(E)Designated beneficiary.—For purposes of this paragraph  the term “designated beneficiary” means any individual designated as a beneficiary by the employee.
401,28,401_28,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,(F)Treatment of payments to children.—Under regulations prescribed by the Secretary  for purposes of this paragraph  any amount paid to a child shall be treated as if it had been paid to the surviving spouse if such amount will become payable to the surviving spouse upon such child reaching majority (or other designated event permitted under regulations).
401,29,401_29,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,(G)Treatment of incidental death benefit distributions.—For purposes of this title  any distribution required under the incidental death benefit requirements of this subsection shall be treated as a distribution required under this paragraph.
401,30,401_30,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,(10) Other requirements.—(A)Plans benefiting owner-employees.—In the case of any plan which provides contributions or benefits for employees some or all of whom are owner-employees (as defined in subsection (c)(3))  a trust forming part of such plan shall constitute a qualified trust under this section only if the requirements of subsection (d) are also met.
401,31,401_31,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,(B) Top-heavy plans.—(i)In general.—In the case of any top-heavy plan  a trust forming part of such plan shall constitute a qualified trust under this section only if the requirements of section 416 are met.
401,32,401_32,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,(ii)Plans which may become top-heavy.—Except to the extent provided in regulations  a trust forming part of a plan (whether or not a top-heavy plan) shall constitute a qualified trust under this section only if such plan contains provisions—(I)which will take effect if such plan becomes a top-heavy plan  and(II)which meet the requirements of section 416.
401,33,401_33,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,(iii)Exemption for governmental plans.—This subparagraph shall not apply to any governmental plan.
401,34,401_34,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,(11) Requirement of joint and survivor annuity and preretirement survivor annuity.—(A)In general.—In the case of any plan to which this paragraph applies  except as provided in section 417  a trust forming part of such plan shall not constitute a qualified trust under this section unless—(i)in the case of a vested participant who does not die before the annuity starting date  the accrued benefit payable to such participant is provided in the form of a qualified joint and survivor annuity  and(ii)in the case of a vested participant who dies before the annuity starting date and who has a surviving spouse  a qualified preretirement survivor annuity is provided to the surviving spouse of such participant.
401,35,401_35,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,(B)Plans to which paragraph applies.—This paragraph shall apply to—(i)any defined benefit plan (ii)any defined contribution plan which is subject to the funding standards of section 412  and(iii) any participant under any other defined contribution plan unless—(I)such plan provides that the participant’s nonforfeitable accrued benefit (reduced by any security interest held by the plan by reason of a loan outstanding to such participant) is payable in full  on the death of the participant  to the participant’s surviving spouse (or  if there is no surviving spouse or the surviving spouse consents in the manner required under section 417(a)(2)  to a designated beneficiary) (II)such participant does not elect a payment of benefits in the form of a life annuity  and(III)with respect to such participant  such plan is not a direct or indirect transferee (in a transfer after December 31  1984) of a plan which is described in clause (i) or (ii) or to which this clause applied with respect to the participant.Clause (iii)(III) shall apply only with respect to the transferred assets (and income therefrom) if the plan separately accounts for such assets and any income therefrom.
401,36,401_36,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,(C) Exception for certain ESOP benefits.—(i)In general.—In the case of—(I)a tax credit employee stock ownership plan (as defined in section 409(a))  or(II)an employee stock ownership plan (as defined in section 4975(e)(7)) subparagraph (A) shall not apply to that portion of the employee’s accrued benefit to which the requirements of section 409(h) apply.
401,37,401_37,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,(ii)Nonforfeitable benefit must be paid in full  etc.—In the case of any participant  clause (i) shall apply only if the requirements of subclauses (I)  (II)  and (III) of subparagraph (B)(iii) are met with respect to such participant.
401,38,401_38,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,(D)Special rule where participant and spouse married less than 1 year.—A plan shall not be treated as failing to meet the requirements of subparagraphs (B)(iii) or (C) merely because the plan provides that benefits will not be payable to the surviving spouse of the participant unless the participant and such spouse had been married throughout the 1-year period ending on the earlier of the participant’s annuity starting date or the date of the participant’s death.
401,39,401_39,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,(E)Exception for plans described in section 404(c).—This paragraph shall not apply to a plan which the Secretary has determined is a plan described in section 404(c) (or a continuation thereof) in which participation is substantially limited to individuals who  before January 1  1976  ceased employment covered by the plan.
401,40,401_40,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,(F)Cross reference.—For—(i)provisions under which participants may elect to waive the requirements of this paragraph  and(ii)other definitions and special rules for purposes of this paragraph see section 417.
401,41,401_41,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,(12)A trust shall not constitute a qualified trust under this section unless the plan of which such trust is a part provides that in the case of any merger or consolidation with  or transfer of assets or liabilities to  any other plan after September 2  1974  each participant in the plan would (if the plan then terminated) receive a benefit immediately after the merger  consolidation  or transfer which is equal to or greater than the benefit he would have been entitled to receive immediately before the merger  consolidation  or transfer (if the plan had then terminated).
401,42,401_42,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,The preceding sentence does not apply to any multiemployer plan with respect to any transaction to the extent that participants either before or after the transaction are covered under a multiemployer plan to which title IV of the Employee Retirement Income Security Act of 1974 applies.
401,43,401_43,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,(13) Assignment and alienation.—(A)In general.—A trust shall not constitute a qualified trust under this section unless the plan of which such trust is a part provides that benefits provided under the plan may not be assigned or alienated.
401,44,401_44,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,For purposes of the preceding sentence  there shall not be taken into account any voluntary and revocable assignment of not to exceed 10 percent of any benefit payment made by any participant who is receiving benefits under the plan unless the assignment or alienation is made for purposes of defraying plan administration costs.
401,45,401_45,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,For purposes of this paragraph a loan made to a participant or beneficiary shall not be treated as an assignment or alienation if such loan is secured by the participant’s accrued nonforfeitable benefit and is exempt from the tax imposed by section 4975 (relating to tax on prohibited transactions) by reason of section 4975(d)(1).
401,46,401_46,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,This paragraph shall take effect on January 1  1976 and shall not apply to assignments which were irrevocable on September 2  1974.
401,47,401_47,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,(B)Special rules for domestic relations orders.—Subparagraph (A) shall apply to the creation  assignment  or recognition of a right to any benefit payable with respect to a participant pursuant to a domestic relations order  except that subparagraph (A) shall not apply if the order is determined to be a qualified domestic relations order.
401,48,401_48,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,(C)Special rule for certain judgments and settlements.—Subparagraph (A) shall not apply to any offset of a participant’s benefits provided under a plan against an amount that the participant is ordered or required to pay to the plan if—(i) the order or requirement to pay arises—(I)under a judgment of conviction for a crime involving such plan (II)under a civil judgment (including a consent order or decree) entered by a court in an action brought in connection with a violation (or alleged violation) of part 4 of subtitle B of title I of the Employee Retirement Income Security Act of 1974  or(III)pursuant to a settlement agreement between the Secretary of Labor and the participant  or a settlement agreement between the Pension Benefit Guaranty Corporation and the participant  in connection with a violation (or alleged violation) of part 4 of such subtitle by a fiduciary or any other person (ii)the judgment  order  decree  or settlement agreement expressly provides for the offset of all or part of the amount ordered or required to be paid to the plan against the participant’s benefits provided under the plan  and(iii) in a case in which the survivor annuity requirements of section 401(a)(11) apply with respect to distributions from the plan to the participant  if the participant has a spouse at the time at which the offset is to be made—(I)either such spouse has consented in writing to such offset and such consent is witnessed by a notary public or representative of the plan (or it is established to the satisfaction of a plan representative that such consent may not be obtained by reason of circumstances described in section 417(a)(2)(B))  or an election to waive the right of the spouse to either a qualified joint and survivor annuity or a qualified preretirement survivor annuity is in effect in accordance with the requirements of section 417(a) (II)such spouse is ordered or required in such judgment  order  decree  or settlement to pay an amount to the plan in connection with a violation of part 4 of such subtitle  or(III)in such judgment  order  decree  or settlement  such spouse retains the right to receive the survivor annuity under a qualified joint and survivor annuity provided pursuant to section 401(a)(11)(A)(i) and under a qualified preretirement survivor annuity provided pursuant to section 401(a)(11)(A)(ii)  determined in accordance with subparagraph (D).A plan shall not be treated as failing to meet the requirements of this subsection  subsection (k)  section 403(b)  or section 409(d) solely by reason of an offset described in this subparagraph.
401,49,401_49,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,(D) Survivor annuity.—(i)In general.—The survivor annuity described in subparagraph (C)(iii)(III) shall be determined as if—(I)the participant terminated employment on the date of the offset (II)there was no offset (III)the plan permitted commencement of benefits only on or after normal retirement age (IV)the plan provided only the minimum-required qualified joint and survivor annuity  and(V)the amount of the qualified preretirement survivor annuity under the plan is equal to the amount of the survivor annuity payable under the minimum-required qualified joint and survivor annuity.
401,50,401_50,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,(ii)Definition.—For purposes of this subparagraph  the term “minimum-required qualified joint and survivor annuity” means the qualified joint and survivor annuity which is the actuarial equivalent of the participant’s accrued benefit (within the meaning of section 411(a)(7)) and under which the survivor annuity is 50 percent of the amount of the annuity which is payable during the joint lives of the participant and the spouse.
401,51,401_51,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,(14) A trust shall not constitute a qualified trust under this section unless the plan of which such trust is a part provides that  unless the participant otherwise elects  the payment of benefits under the plan to the participant will begin not later than the 60th day after the latest of the close of the plan year in which—(A)the date on which the participant attains the earlier of age 65 or the normal retirement age specified under the plan (B)occurs the 10th anniversary of the year in which the participant commenced participation in the plan  or(C)the participant terminates his service with the employer.In the case of a plan which provides for the payment of an early retirement benefit  a trust forming a part of such plan shall not constitute a qualified trust under this section unless a participant who satisfied the service requirements for such early retirement benefit  but separated from the service (with any nonforfeitable right to an accrued benefit) before satisfying the age requirement for such early retirement benefit  is entitled upon satisfaction of such age requirement to receive a benefit not less than the benefit to which he would be entitled at the normal retirement age  actuarially  reduced under regulations prescribed by the Secretary.
401,52,401_52,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,(15) a [2] trust shall not constitute a qualified trust under this section unless under the plan of which such trust is a part—(A)in the case of a participant or beneficiary who is receiving benefits under such plan  or(B)in the case of a participant who is separated from the service and who has nonforfeitable rights to benefits such benefits are not decreased by reason of any increase in the benefit levels payable under title II of the Social Security Act or any increase in the wage base under such title II  if such increase takes place after September 2  1974  or (if later) the earlier of the date of first receipt of such benefits or the date of such separation  as the case may be.
401,53,401_53,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,(16)A trust shall not constitute a qualified trust under this section if the plan of which such trust is a part provides for benefits or contributions which exceed the limitations of section 415.
401,54,401_54,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,(17) Compensation limit.—(A)In general.—A trust shall not constitute a qualified trust under this section unless  under the plan of which such trust is a part  the annual compensation of each employee taken into account under the plan for any year does not exceed $200 000.
401,55,401_55,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,(B)Cost-of-living adjustment.—The Secretary shall adjust annually the $200 000 amount in subparagraph (A) for increases in the cost-of-living at the same time and in the same manner as adjustments under section 415(d); except that the base period shall be the calendar quarter beginning July 1  2001  and any increase which is not a multiple of $5 000 shall be rounded to the next lowest multiple of $5 000.[(18)Repealed.
401,56,401_56,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,Pub.
401,57,401_57,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,L. 97–248  title II  § 237(b)  Sept. 3  1982  96 Stat.
401,58,401_58,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,511.
401,59,401_59,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,](19)A trust shall not constitute a qualified trust under this section if under the plan of which such trust is a part any part of a participant’s accrued benefit derived from employer contributions (whether or not otherwise nonforfeitable)  is forfeitable solely because of withdrawal by such participant of any amount attributable to the benefit derived from contributions made by such participant.
401,60,401_60,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,The preceding sentence shall not apply to the accrued benefit of any participant unless  at the time of such withdrawal  such participant has a nonforfeitable right to at least 50 percent of such accrued benefit (as determined under section 411).
401,61,401_61,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,The first sentence of this paragraph shall not apply to the extent that an accrued benefit is permitted to be forfeited in accordance with section 411(a)(3)(D)(iii) (relating to proportional forfeitures of benefits accrued before September 2  1974  in the event of withdrawal of certain mandatory contributions).
401,62,401_62,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,(20)A trust forming part of a pension plan shall not be treated as failing to constitute a qualified trust under this section merely because the pension plan of which such trust is a part makes 1 or more distributions within 1 taxable year to a distributee on account of a termination of the plan of which the trust is a part  or in the case of a profit-sharing or stock bonus plan  a complete discontinuance of contributions under such plan.
401,63,401_63,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,This paragraph shall not apply to a defined benefit plan unless the employer maintaining such plan files a notice with the Pension Benefit Guaranty Corporation (at the time and in the manner prescribed by the Pension Benefit Guaranty Corporation) notifying the Corporation of such payment or distribution and the Corporation has approved such payment or distribution or  within 90 days after the date on which such notice was filed  has failed to disapprove such payment or distribution.
401,64,401_64,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,For purposes of this paragraph  rules similar to the rules of section 402(a)(6)(B) (as in effect before its repeal by section 521 of the Unemployment Compensation Amendments of 1992) shall apply.[(21)Repealed.
401,65,401_65,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,Pub.
401,66,401_66,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,L. 99–514  title XI  § 1171(b)(5)  Oct. 22  1986  100 Stat.
401,67,401_67,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,2513.
401,68,401_68,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,](22) If a defined contribution plan (other than a profit-sharing plan)—(A)is established by an employer whose stock is not readily tradable on an established market  and(B)after acquiring securities of the employer  more than 10 percent of the total assets of the plan are securities of the employer any trust forming part of such plan shall not constitute a qualified trust under this section unless the plan meets the requirements of subsection (e) of section 409.
401,69,401_69,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,The requirements of subsection (e) of section 409 shall not apply to any employees of an employer who are participants in any defined contribution plan established and maintained by such employer if the stock of such employer is not readily tradable on an established market and the trade or business of such employer consists of publishing on a regular basis a newspaper for general circulation.
401,70,401_70,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,For purposes of the preceding sentence  subsections (b)  (c)  (m)  and (o) of section 414 shall not apply except for determining whether stock of the employer is not readily tradable on an established market.
401,71,401_71,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,(23)A stock bonus plan shall not be treated as meeting the requirements of this section unless such plan meets the requirements of subsections (h) and (o) of section 409  except that in applying section 409(h) for purposes of this paragraph  the term “employer securities” shall include any securities of the employer held by the plan.
401,72,401_72,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,(24)Any group trust which otherwise meets the requirements of this section shall not be treated as not meeting such requirements on account of the participation or inclusion in such trust of the moneys of any plan or governmental unit described in section 818(a)(6).
401,73,401_73,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,(25)Requirement that actuarial assumptions be specified.—A defined benefit plan shall not be treated as providing definitely determinable benefits unless  whenever the amount of any benefit is to be determined on the basis of actuarial assumptions  such assumptions are specified in the plan in a way which precludes employer discretion.
401,74,401_74,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,(26) Additional participation requirements.—(A)In general.—In the case of a trust which is a part of a defined benefit plan  such trust shall not constitute a qualified trust under this subsection unless on each day of the plan year such trust benefits at least the lesser of—(i)50 employees of the employer  or(ii) the greater of—(I)40 percent of all employees of the employer  or(II)2 employees (or if there is only 1 employee  such employee).
401,75,401_75,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,(B) Treatment of excludable employees.—(i)In general.—A plan may exclude from consideration under this paragraph employees described in paragraphs (3) and (4)(A) of section 410(b).
401,76,401_76,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,(ii)Separate application for certain excludable employees.—If employees described in section 410(b)(4)(B) are covered under a plan which meets the requirements of subparagraph (A) separately with respect to such employees  such employees may be excluded from consideration in determining whether any plan of the employer meets such requirements if—(I)the benefits for such employees are provided under the same plan as benefits for other employees (II)the benefits provided to such employees are not greater than comparable benefits provided to other employees under the plan  and(III)no highly compensated employee (within the meaning of section 414(q)) is included in the group of such employees for more than 1 year.
401,77,401_77,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,(C)Special rule for collective bargaining units.—Except to the extent provided in regulations  a plan covering only employees described in section 410(b)(3)(A) may exclude from consideration any employees who are not included in the unit or units in which the covered employees are included.
401,78,401_78,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,(D)Paragraph not to apply to multiemployer plans.—Except to the extent provided in regulations  this paragraph shall not apply to employees in a multiemployer plan (within the meaning of section 414(f)) who are covered by collective bargaining agreements.
401,79,401_79,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,(E)Special rule for certain dispositions or acquisitions.—Rules similar to the rules of section 410(b)(6)(C) shall apply for purposes of this paragraph.
401,80,401_80,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,(F)Separate lines of business.—At the election of the employer and with the consent of the Secretary  this paragraph may be applied separately with respect to each separate line of business of the employer.
401,81,401_81,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,For purposes of this paragraph  the term “separate line of business” has the meaning given such term by section 414(r) (without regard to paragraph (2)(A) or (7) thereof).
401,82,401_82,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,(G)Exception for governmental plans.—This paragraph shall not apply to a governmental plan (within the meaning of section 414(d)).
401,83,401_83,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,(H)Regulations.—The Secretary may by regulation provide that any separate benefit structure  any separate trust  or any other separate arrangement is to be treated as a separate plan for purposes of applying this paragraph.
401,84,401_84,26 U.S. Code § 401 - Qualified pension  profit-sharing  and stock bonus plans,(27) Determinations as to profit-sharing plans.—(A)Contributions need not be based on profits.—The determination of whether the plan under which any contributions are made is a profit-sharing plan shall be made without regard to current or accumulated profits of the employer and without regard to whether the employer is a tax-exempt organization.
